TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
73,73,9,3,3,2,1.700000e+00,1.0,72.0,--,--,445.24124,0.0,999.0,999.0,999.0,447.74896,448.76614,3.5249066,448.76627,450.78168
74,74,5,2,2,3,2.550000e+00,1.0,73.0,--,--,450.836,0.0,999.0,999.0,999.0,453.34845,454.3652,3.5291843,454.36533,457.38162
75,75,4,2,1,1,1.700000e+00,1.0,74.0,--,--,457.4265,0.0,999.0,999.0,999.0,459.9319,460.94858,3.5220833,460.94873,461.96497
76,76,3,1,3,3,8.500000e-01,1.0,75.0,--,--,461.97586,0.0,999.0,999.0,999.0,464.48257,465.4985,3.5226448,465.49863,468.51498
77,77,3,1,3,2,8.500000e-01,1.0,76.0,--,--,468.51965,0.0,999.0,999.0,999.0,471.0321,472.04895,3.5292907,472.04907,474.06485
78,78,7,3,1,3,2.550000e+00,1.0,77.0,--,--,474.06998,0.0,999.0,999.0,999.0,476.5818,477.59808,3.5281167,477.5982,480.61478
79,79,3,1,3,4,2.550000e+00,1.0,78.0,--,--,480.62204,0.0,999.0,999.0,999.0,483.13187,484.1483,3.526266,484.14844,488.16455
80,80,1,1,1,1,8.500000e-01,1.0,79.0,--,--,488.16815,0.0,999.0,999.0,999.0,490.6817,491.6986,3.5304582,491.69873,492.71448
81,81,5,2,2,2,2.550000e+00,1.0,80.0,--,--,492.76633,0.0,999.0,999.0,999.0,495.2819,496.298,3.5316637,496.29816,498.31448
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,2.6000198e-06,0.0015482,4.008341,1.0,4.96379,0.9554491,6.0,6.525331,7.535313,3.5269725,7.5354548,9.546827
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.55353,1.0,10.16418,0.61065,5.0,12.0703535,13.077497,3.5239658,13.077854,14.080079
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.084684,2.0,14.480321,0.395637,4.0,16.602665,17.60792,3.5232363,17.60807,19.612915
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.669504,1.0,20.080477,0.4109726,2.0,22.18715,23.194647,3.525143,23.194796,25.196507
5,5,2,1,2,4,2.550000e+00,1.0,4.0,--,--,25.204502,2.0,25.54701,0.342508,5.0,27.721733,28.72575,3.5212474,28.72596,32.729706
6,6,4,2,1,1,2.550000e+00,1.0,5.0,--,--,32.77673,1.0,33.213562,0.4368345,9.0,35.294674,36.301006,3.5242772,36.30113,37.313183
7,7,7,3,1,4,1.700000e+00,1.0,6.0,--,--,37.316734,1.0,37.91337,0.5966364,6.0,39.83325,40.836838,3.5201056,40.83696,44.84611
8,8,5,2,2,1,8.500000e-01,1.0,7.0,--,--,44.88531,2.0,45.314037,0.4287263,5.0,47.401814,48.408573,3.5232604,48.40872,49.41279
9,9,7,3,1,3,2.550000e+00,1.0,8.0,--,--,49.416756,1.0,49.83109,0.4143331,7.0,51.932537,52.93856,3.5218067,52.9387,55.94603
10,10,7,3,1,4,1.700000e+00,1.0,9.0,--,--,55.947697,1.0,56.44694,0.4992438,8.0,58.464863,59.469433,3.5217376,59.469574,63.479515
11,11,4,2,1,1,8.500000e-01,1.0,10.0,--,--,63.530113,1.0,63.91357,0.3834569,6.0,66.04689,67.05041,3.5202966,67.05052,68.06288
12,12,6,2,3,2,8.500000e-01,1.0,11.0,--,--,68.11007,1.0,68.63074,0.5206694,1.0,70.627625,71.63616,3.5260932,71.63629,73.646034
13,13,6,2,3,2,1.700000e+00,1.0,12.0,--,--,73.686035,2.0,74.02998,0.3439486,9.0,76.203026,77.20593,3.5198932,77.206085,79.212776
14,14,6,2,3,4,8.500000e-01,1.0,13.0,--,--,79.26371,1.0,79.696785,0.4330753,2.0,81.78028,82.78396,3.5202484,82.78409,86.79577
15,15,9,3,3,4,2.550000e+00,1.0,14.0,--,--,86.80126,1.0,87.34683,0.5455733,2.0,89.31872,90.32237,3.5211167,90.322525,94.329025
16,16,1,1,1,3,8.500000e-01,1.0,15.0,--,--,94.33379,1.0,95.34635,1.0125577,6.0,96.85152,97.85759,3.5237937,97.85773,100.86223
17,17,7,3,1,3,2.550000e+00,1.0,16.0,--,--,100.86636,1.0,101.313,0.4466401,7.0,103.383484,104.3873,3.5209346,104.387436,107.39571
18,18,9,3,3,3,8.500000e-01,1.0,17.0,--,--,107.398254,1.0,107.846664,0.448412,3.0,109.91432,110.93129,3.5330365,110.93141,113.94546
19,19,6,2,3,2,1.700000e+00,1.0,18.0,--,--,113.99183,1.0,114.59607,0.6042404,2.0,116.509,117.51201,3.5201797,117.51212,119.52885
20,20,5,2,2,3,2.550000e+00,1.0,19.0,--,--,119.56735,1.0,120.02903,0.4616794,5.0,122.084885,123.09057,3.5232177,123.0907,126.09531
21,21,1,1,1,2,8.500000e-01,1.0,20.0,--,--,126.09897,1.0,127.77895,1.6799833,9.0,128.61652,129.62119,3.522214,129.6213,131.62868
22,22,7,3,1,2,8.500000e-01,1.0,21.0,--,--,131.63205,1.0,132.19684,0.5647842,8.0,134.1484,135.15184,3.5197868,135.15196,137.16167
23,23,9,3,3,1,2.550000e+00,1.0,22.0,--,--,137.16454,1.0,137.79533,0.6307989,4.0,139.68156,140.68532,3.520791,140.68544,141.6952
24,24,7,3,1,4,2.550000e+00,1.0,23.0,--,--,141.69754,1.0,142.29543,0.5978884,9.0,144.2157,145.21964,3.522094,145.21976,149.22836
25,25,1,1,1,1,8.500000e-01,1.0,24.0,--,--,149.23593,1.0,150.54523,1.3093026,7.0,151.75317,152.75624,3.5203185,152.7564,153.7616
26,26,3,1,3,2,1.700000e+00,1.0,25.0,--,--,153.764,1.0,154.69551,0.9315057,2.0,156.2811,157.28596,3.5219479,157.2861,159.29495
27,27,1,1,1,3,8.500000e-01,1.0,26.0,--,--,159.2978,1.0,159.74551,0.4477082,6.0,161.8147,162.81873,3.520926,162.81886,165.82816
28,28,8,3,2,4,1.700000e+00,1.0,27.0,--,--,165.83522,1.0,166.46175,0.6265258,5.0,168.35283,169.3572,3.5219655,169.35733,173.36147
29,29,6,2,3,3,1.700000e+00,1.0,28.0,--,--,173.40915,1.0,174.01186,0.6026993,1.0,175.92651,176.93071,3.5215602,176.93085,179.94473
30,30,2,1,2,1,8.500000e-01,1.0,29.0,--,--,179.95154,2.0,180.91241,0.9608816,5.0,182.46806,183.47258,3.5210395,183.4727,184.47795
31,31,1,1,1,4,2.550000e+00,1.0,30.0,--,--,184.48267,1.0,186.19586,1.7131968,8.0,186.99852,188.00244,3.5197732,188.00258,192.01111
32,32,8,3,2,4,1.700000e+00,1.0,31.0,--,--,192.01805,2.0,192.44643,0.4283755,5.0,194.5334,195.53883,3.5207705,195.53897,199.54425
33,33,7,3,1,3,8.500000e-01,1.0,32.0,--,--,199.54706,1.0,199.96243,0.415362,6.0,202.0637,203.06747,3.5204172,203.06761,206.0777
34,34,3,1,3,4,8.500000e-01,1.0,33.0,--,--,206.0829,2.0,206.49466,0.411765,7.0,208.60051,209.60553,3.5226305,209.60567,213.61082
35,35,6,2,3,2,1.700000e+00,1.0,34.0,--,--,213.6574,1.0,214.04453,0.3871414,3.0,216.17433,217.17792,3.5205297,217.17805,219.19423
36,36,1,1,1,2,8.500000e-01,1.0,35.0,--,--,219.20183,1.0,220.46104,1.2592103,8.0,221.7184,222.72328,3.5214453,222.72342,224.7273
37,37,7,3,1,3,1.700000e+00,1.0,36.0,--,--,224.73087,1.0,225.14587,0.4150201,9.0,227.24646,228.25024,3.5193882,228.25038,231.26088
38,38,3,1,3,1,1.700000e+00,1.0,37.0,--,--,231.26453,1.0,231.69466,0.430133,3.0,233.78105,234.78517,3.5206418,234.78531,235.79391
39,39,9,3,3,3,2.550000e+00,1.0,38.0,--,--,235.79926,1.0,236.19405,0.394795,2.0,238.31625,239.31927,3.5200224,239.31941,242.32707
40,40,1,1,1,3,1.700000e+00,1.0,39.0,--,--,242.33075,1.0,243.56082,1.2300594,9.0,244.84853,245.85332,3.5225666,245.85345,248.86046
41,41,9,3,3,4,2.550000e+00,1.0,40.0,--,--,248.86363,1.0,249.34404,0.4804095,3.0,251.38075,252.3852,3.5215528,252.38533,256.39365
42,42,6,2,3,2,8.500000e-01,1.0,41.0,--,--,256.44388,1.0,256.84393,0.4000745,4.0,258.96143,259.96466,3.5207918,259.96478,261.97696
43,43,6,2,3,3,1.700000e+00,1.0,42.0,--,--,262.0136,1.0,262.5441,0.5304726,2.0,264.53073,265.53516,3.5215433,265.5353,268.54364
44,44,9,3,3,2,1.700000e+00,1.0,43.0,--,--,268.54794,1.0,268.97745,0.4294925,1.0,271.0654,272.0689,3.5209403,272.06903,274.07693
45,45,4,2,1,3,8.500000e-01,1.0,44.0,--,--,274.11896,1.0,274.5769,0.4579641,8.0,276.63672,277.641,3.5220563,277.6411,280.64343
46,46,3,1,3,2,2.550000e+00,1.0,45.0,--,--,280.6497,2.0,281.09384,0.444138,6.0,283.16663,284.17108,3.5213885,284.1712,286.17645
47,47,4,2,1,1,1.700000e+00,1.0,46.0,--,--,286.21347,1.0,286.57697,0.3634927,9.0,288.73123,289.73608,3.5226264,289.73624,290.7433
48,48,6,2,3,4,8.500000e-01,1.0,47.0,--,--,290.77914,2.0,291.19388,0.4147422,8.0,293.2959,294.30136,3.522227,294.3015,298.31006
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,298.3519,1.0,298.79333,0.4414221,9.0,300.86978,301.87375,3.521838,301.87387,304.87646
50,50,4,2,1,4,8.500000e-01,1.0,49.0,--,--,304.91837,1.0,305.29364,0.3752571,6.0,307.43542,308.43976,3.5213904,308.4399,312.44296
51,51,1,1,1,3,2.550000e+00,1.0,50.0,--,--,312.4479,1.0,312.8611,0.4132055,9.0,314.96445,315.96848,3.520573,315.96863,318.97623
52,52,7,3,1,2,8.500000e-01,1.0,51.0,--,--,318.98132,2.0,319.4102,0.4288513,2.0,321.49915,322.50345,3.5220964,322.50357,324.50958
53,53,4,2,1,2,1.700000e+00,1.0,52.0,--,--,324.56192,1.0,325.09326,0.531327,8.0,327.0795,328.08307,3.521134,328.0832,330.0928
54,54,9,3,3,4,1.700000e+00,1.0,53.0,--,--,330.09787,1.0,330.54303,0.4451779,3.0,332.61505,333.6197,3.5218143,333.62027,337.6267
55,55,3,1,3,3,1.700000e+00,1.0,54.0,--,--,337.63092,1.0,338.04282,0.4119098,3.0,340.14978,341.1531,3.5221987,341.15326,344.15912
56,56,3,1,3,3,2.550000e+00,1.0,55.0,--,--,344.16278,1.0,344.57687,0.4140878,2.0,346.6804,347.68503,3.5222638,347.68518,350.6931
57,57,2,1,2,1,1.700000e+00,1.0,56.0,--,--,350.6967,1.0,351.12762,0.430939,5.0,353.2138,354.21854,3.5218537,354.2187,355.22586
58,58,9,3,3,2,1.700000e+00,1.0,57.0,--,--,355.22888,1.0,355.726,0.4971258,2.0,357.74573,358.74997,3.5211039,358.75012,360.75922
59,59,5,2,2,4,1.700000e+00,1.0,58.0,--,--,360.80676,1.0,361.576,0.7692349,5.0,363.32455,364.32938,3.5226123,364.3295,368.3421
60,60,2,1,2,4,2.550000e+00,1.0,59.0,--,--,368.34924,1.0,369.97678,1.627528,5.0,370.86646,371.87033,3.5210917,371.87045,375.8753
61,61,4,2,1,2,2.550000e+00,1.0,60.0,--,--,375.91605,2.0,376.39413,0.4780821,2.0,378.43097,379.43533,3.519288,379.4355,381.4422
62,62,8,3,2,2,2.550000e+00,1.0,61.0,--,--,381.4471,2.0,381.92627,0.4791642,5.0,383.96356,384.96802,3.520932,384.96817,386.97562
63,63,4,2,1,1,1.700000e+00,1.0,62.0,--,--,387.01736,1.0,387.3929,0.3755309,7.0,389.53387,390.5385,3.5211456,390.53867,391.54196
64,64,4,2,1,1,8.500000e-01,1.0,63.0,--,--,391.5925,2.0,392.6429,1.0504221,3.0,394.10995,395.11346,3.5209906,395.11362,396.125
65,65,7,3,1,3,2.550000e+00,1.0,64.0,--,--,396.12946,2.0,396.8261,0.6966341,2.0,398.64557,399.64975,3.5202954,399.64987,402.65863
66,66,8,3,2,2,8.500000e-01,1.0,65.0,--,--,402.66052,2.0,403.1088,0.4482719,5.0,405.17752,406.18286,3.5223286,406.18298,408.19174
67,67,9,3,3,3,8.500000e-01,1.0,66.0,--,--,408.19385,2.0,408.59244,0.3985833,8.0,410.71017,411.7149,3.5210433,411.71503,414.72513
68,68,3,1,3,4,2.550000e+00,1.0,67.0,--,--,414.72955,2.0,415.20935,0.4798017,6.0,417.24667,418.25024,3.520672,418.25037,422.2583
69,69,6,2,3,2,8.500000e-01,1.0,68.0,--,--,422.30853,2.0,422.7429,0.4343456,8.0,424.824,425.82812,3.5195763,425.82825,427.8415
70,70,3,1,3,4,1.700000e+00,1.0,69.0,--,--,427.84497,2.0,429.2752,1.4302539,9.0,430.36197,431.3663,3.5213358,431.36642,435.37473
71,71,9,3,3,1,1.700000e+00,1.0,70.0,--,--,435.37833,1.0,435.79224,0.4139189,2.0,437.89554,438.89932,3.5210226,438.89948,439.90805
72,72,2,1,2,1,2.550000e+00,1.0,71.0,--,--,439.91248,2.0,440.4586,0.5461222,5.0,442.42953,443.43442,3.5219545,443.43454,444.4415
73,73,9,3,3,2,1.700000e+00,1.0,72.0,--,--,444.4487,1.0,444.8752,0.4265114,1.0,446.96667,447.97165,3.5229511,447.9718,449.97485
74,74,5,2,2,3,2.550000e+00,1.0,73.0,--,--,450.02505,2.0,450.42514,0.4000606,5.0,452.54138,453.54608,3.5210104,453.5462,456.55786
75,75,4,2,1,1,1.700000e+00,1.0,74.0,--,--,456.60385,2.0,457.0583,0.4544417,2.0,459.12085,460.1252,3.5213604,460.12534,461.14108
76,76,3,1,3,3,8.500000e-01,1.0,75.0,--,--,461.14917,2.0,461.67508,0.5258898,8.0,463.6673,464.6718,3.5226336,464.67197,467.67432
77,77,3,1,3,2,8.500000e-01,1.0,76.0,--,--,467.6795,1.0,468.05838,0.378903,4.0,470.19623,471.20016,3.5206852,471.2003,473.20773
78,78,7,3,1,3,2.550000e+00,1.0,77.0,--,--,473.21506,2.0,473.64172,0.4266832,2.0,475.73294,476.73682,3.521772,476.73694,479.74103
79,79,3,1,3,4,2.550000e+00,1.0,78.0,--,--,479.74603,1.0,480.12454,0.3785166,2.0,482.2633,483.27023,3.5241952,483.27036,487.2742
80,80,1,1,1,1,8.500000e-01,1.0,79.0,--,--,487.27948,2.0,487.7417,0.4622181,2.0,489.79584,490.8006,3.5211296,490.80072,491.80746
81,81,5,2,2,2,2.550000e+00,1.0,80.0,--,--,491.85257,2.0,492.39096,0.5383969,5.0,494.36917,495.37476,3.5221856,495.37488,497.39062
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,2.900022e-06,0.0016525,4.022225,2.0,4.622132,0.599907,2.0,6.539052,7.559483,3.5372581,7.5596275,9.570419
2,2,8,3,2,1,2.550000e+00,1.0,1.0,--,--,9.588993,2.0,10.17142,0.5824264,5.0,12.105253,13.112347,3.5233536,13.11249,14.119906
3,3,1,1,1,2,1.700000e+00,1.0,2.0,--,--,14.126003,2.0,14.904727,0.7787237,1.0,16.642504,17.64838,3.5223775,17.64851,19.653038
4,4,6,2,3,2,8.500000e-01,1.0,3.0,--,--,19.710947,2.0,20.07055,0.3596042,8.0,22.228594,23.23581,3.5248637,23.235964,25.236387
5,5,2,1,2,4,2.550000e+00,1.0,4.0,--,--,25.240776,2.0,25.654264,0.4134893,5.0,27.757874,28.763979,3.523204,28.76413,32.76986
6,6,4,2,1,1,2.550000e+00,1.0,5.0,--,--,32.80827,1.0,33.28712,0.4788509,6.0,35.32539,36.33183,3.5235593,36.331955,37.336216
7,7,7,3,1,4,1.700000e+00,1.0,6.0,--,--,37.341095,2.0,38.003906,0.662811,2.0,39.858685,40.862972,3.521875,40.863102,44.86956
8,8,5,2,2,1,8.500000e-01,1.0,7.0,--,--,44.91419,2.0,45.687126,0.7729382,5.0,47.431564,48.43724,3.52305,48.437393,49.452705
9,9,7,3,1,3,2.550000e+00,1.0,8.0,--,--,49.457657,1.0,50.769566,1.3119087,7.0,51.974724,52.9921,3.5344434,52.992218,56.00278
10,10,7,3,1,4,1.700000e+00,1.0,9.0,--,--,56.005035,2.0,56.437023,0.4319879,1.0,58.522346,59.52619,3.5211575,59.526314,63.535816
11,11,4,2,1,1,8.500000e-01,1.0,10.0,--,--,63.586433,2.0,64.35336,0.7669249,4.0,66.10352,67.10907,3.5226345,67.10929,68.11925
12,12,6,2,3,2,8.500000e-01,1.0,11.0,--,--,68.15681,2.0,69.82073,1.6639309,7.0,70.67406,71.67904,3.5222366,71.67918,73.68594
13,13,6,2,3,2,1.700000e+00,1.0,12.0,--,--,73.7286,1.0,74.12058,0.3919797,3.0,76.24534,77.25097,3.5223653,77.251114,79.25239
14,14,6,2,3,4,8.500000e-01,1.0,13.0,--,--,79.292946,2.0,80.15353,0.8605738,7.0,81.80943,82.81271,3.5197678,82.81286,86.81906
15,15,9,3,3,4,2.550000e+00,1.0,14.0,--,--,86.82559,1.0,87.23631,0.4107219,4.0,89.34296,90.3464,3.5208073,90.346535,94.35221
16,16,1,1,1,3,8.500000e-01,1.0,15.0,--,--,94.35665,2.0,95.23768,0.8810323,3.0,96.87202,97.87632,3.5196679,97.87644,100.88549
17,17,7,3,1,3,2.550000e+00,1.0,16.0,--,--,100.891815,2.0,101.36919,0.4773713,2.0,103.40883,104.41186,3.5200455,104.412,107.41862
18,18,9,3,3,3,8.500000e-01,1.0,17.0,--,--,107.42199,2.0,107.86944,0.4474445,6.0,109.93966,110.94469,3.5226958,110.944824,113.951904
19,19,6,2,3,2,1.700000e+00,1.0,18.0,--,--,114.00009,2.0,114.40296,0.4028656,7.0,116.51715,117.52227,3.5221744,117.522385,119.53547
20,20,5,2,2,3,2.550000e+00,1.0,19.0,--,--,119.5809,2.0,119.987305,0.4064021,5.0,122.096954,123.10119,3.5202847,123.101326,126.10186
21,21,1,1,1,2,8.500000e-01,1.0,20.0,--,--,126.10609,2.0,126.535614,0.429525,1.0,128.6233,129.62799,3.5218964,129.62811,131.63535
22,22,7,3,1,2,8.500000e-01,1.0,21.0,--,--,131.6391,2.0,133.61888,1.979783,3.0,134.15717,135.16139,3.5222938,135.16151,137.16905
23,23,9,3,3,1,2.550000e+00,1.0,22.0,--,--,137.17099,2.0,138.13577,0.9647831,8.0,139.68788,140.6925,3.5215156,140.69264,141.7017
24,24,7,3,1,4,2.550000e+00,1.0,23.0,--,--,141.70451,2.0,142.15273,0.448214,3.0,144.22105,145.22693,3.5224164,145.22708,149.23477
25,25,1,1,1,1,8.500000e-01,1.0,24.0,--,--,149.24203,1.0,149.65218,0.4101391,9.0,151.75803,152.763,3.5209703,152.76315,153.76814
26,26,3,1,3,2,1.700000e+00,1.0,25.0,--,--,153.77043,2.0,154.17004,0.3996125,6.0,156.2867,157.29216,3.521728,157.2923,159.30153
27,27,1,1,1,3,8.500000e-01,1.0,26.0,--,--,159.3045,2.0,159.7525,0.4480006,1.0,161.82108,162.82619,3.5216868,162.82632,165.83464
28,28,8,3,2,4,1.700000e+00,1.0,27.0,--,--,165.8382,2.0,166.33502,0.4968294,5.0,168.35556,169.36037,3.5221677,169.36052,173.3681
29,29,6,2,3,3,1.700000e+00,1.0,28.0,--,--,173.41316,2.0,173.76901,0.3558415,6.0,175.92973,176.93335,3.520187,176.9335,179.93445
30,30,2,1,2,1,8.500000e-01,1.0,29.0,--,--,179.93893,2.0,180.4349,0.4959778,5.0,182.45721,183.46257,3.5236416,183.4627,184.46776
31,31,1,1,1,4,2.550000e+00,1.0,30.0,--,--,184.47215,2.0,185.31816,0.8460058,1.0,186.98921,187.99448,3.5223227,187.99461,192.00096
32,32,8,3,2,4,1.700000e+00,1.0,31.0,--,--,192.00613,2.0,192.5182,0.5120714,5.0,194.52277,195.52759,3.521453,195.52773,199.53435
33,33,7,3,1,3,8.500000e-01,1.0,32.0,--,--,199.53688,2.0,200.13568,0.5988077,2.0,202.05362,203.05803,3.5211513,203.05815,206.06755
34,34,3,1,3,4,8.500000e-01,1.0,33.0,--,--,206.07562,2.0,206.68457,0.6089489,7.0,208.59348,209.59845,3.5228343,209.59859,213.60063
35,35,6,2,3,2,1.700000e+00,1.0,34.0,--,--,213.64734,1.0,214.21794,0.5705957,2.0,216.16464,217.16875,3.5214088,217.16893,219.18433
36,36,1,1,1,2,8.500000e-01,1.0,35.0,--,--,219.18979,2.0,219.6013,0.4115115,3.0,221.70683,222.71214,3.522357,222.71228,224.71748
37,37,7,3,1,3,1.700000e+00,1.0,36.0,--,--,224.72166,1.0,225.31747,0.5958098,6.0,227.24008,228.24393,3.5222578,228.2441,231.25047
38,38,3,1,3,1,1.700000e+00,1.0,37.0,--,--,231.25447,2.0,231.73419,0.4797168,9.0,233.77214,234.77625,3.5217624,234.77641,235.78375
39,39,9,3,3,3,2.550000e+00,1.0,38.0,--,--,235.78752,1.0,236.30064,0.5131095,3.0,238.30457,239.30879,3.5212586,239.30893,242.31703
40,40,1,1,1,3,1.700000e+00,1.0,39.0,--,--,242.32506,2.0,242.75064,0.4255708,1.0,244.84291,245.84738,3.5223176,245.8475,248.85028
41,41,9,3,3,4,2.550000e+00,1.0,40.0,--,--,248.85313,2.0,249.33424,0.4811216,9.0,251.36996,252.37445,3.5213213,252.37457,256.38364
42,42,6,2,3,2,8.500000e-01,1.0,41.0,--,--,256.43567,2.0,257.1007,0.6650382,7.0,258.9523,259.956,3.5203238,259.95612,261.96695
43,43,6,2,3,3,1.700000e+00,1.0,42.0,--,--,262.02032,2.0,263.00208,0.9817512,8.0,264.53586,265.5403,3.5199919,265.54044,268.55
44,44,9,3,3,2,1.700000e+00,1.0,43.0,--,--,268.55304,2.0,269.4838,0.930778,9.0,271.071,272.07462,3.521593,272.07477,274.0834
45,45,4,2,1,3,8.500000e-01,1.0,44.0,--,--,274.1241,2.0,274.55115,0.4270443,2.0,276.64096,277.6452,3.5211005,277.64532,280.65005
46,46,3,1,3,2,2.550000e+00,1.0,45.0,--,--,280.6541,2.0,281.13397,0.4798518,7.0,283.1715,284.17575,3.5216372,284.1759,286.18307
47,47,4,2,1,1,1.700000e+00,1.0,46.0,--,--,286.22382,1.0,286.7349,0.5110732,9.0,288.73962,289.74332,3.5194838,289.74347,290.74988
48,48,6,2,3,4,8.500000e-01,1.0,47.0,--,--,290.7886,2.0,291.35016,0.5615436,7.0,293.30585,294.3096,3.521005,294.30975,298.31662
49,49,4,2,1,3,2.550000e+00,1.0,48.0,--,--,298.3634,2.0,300.00085,1.6374558,1.0,300.88043,301.8852,3.5217874,301.8853,304.8997
50,50,4,2,1,4,8.500000e-01,1.0,49.0,--,--,304.94363,2.0,305.49985,0.5562092,3.0,307.46097,308.46567,3.5220182,308.4658,312.4665
51,51,1,1,1,3,2.550000e+00,1.0,50.0,--,--,312.47058,2.0,313.00067,0.5300929,1.0,314.98715,315.99072,3.5201423,315.99088,318.9995
52,52,7,3,1,2,8.500000e-01,1.0,51.0,--,--,319.0054,2.0,319.5171,0.5116957,3.0,321.52197,322.5256,3.5202181,322.52576,324.53314
53,53,4,2,1,2,1.700000e+00,1.0,52.0,--,--,324.5838,2.0,325.55014,0.9663494,2.0,327.10074,328.10474,3.520943,328.10486,330.11618
54,54,9,3,3,4,1.700000e+00,1.0,53.0,--,--,330.12006,2.0,330.56628,0.4462161,6.0,332.63763,333.64273,3.5226643,333.64285,337.64914
55,55,3,1,3,3,1.700000e+00,1.0,54.0,--,--,337.65356,2.0,338.1494,0.4958416,8.0,340.17163,341.1748,3.5212233,341.17493,344.1825
56,56,3,1,3,3,2.550000e+00,1.0,55.0,--,--,344.1848,2.0,344.7497,0.5648988,7.0,346.70187,347.70535,3.52055,347.70547,350.71582
57,57,2,1,2,1,1.700000e+00,1.0,56.0,--,--,350.7191,2.0,351.3663,0.6472238,5.0,353.2353,354.2398,3.5207348,354.23993,355.24945
58,58,9,3,3,2,1.700000e+00,1.0,57.0,--,--,355.25476,2.0,356.03342,0.7786641,6.0,357.77222,358.77698,3.522235,358.77713,360.78235
59,59,5,2,2,4,1.700000e+00,1.0,58.0,--,--,360.82864,2.0,361.2495,0.4208499,5.0,363.34607,364.35098,3.5223117,364.35107,368.36548
60,60,2,1,2,4,2.550000e+00,1.0,59.0,--,--,368.37344,2.0,368.8828,0.5093431,5.0,370.88965,371.89322,3.5197642,371.89337,375.89877
61,61,4,2,1,2,2.550000e+00,1.0,60.0,--,--,375.94916,2.0,376.58228,0.6331275,4.0,378.46658,379.47046,3.5213225,379.47058,381.48193
62,62,8,3,2,2,2.550000e+00,1.0,61.0,--,--,381.49002,2.0,382.1157,0.625656,5.0,384.0076,385.01282,3.5227773,385.01294,387.0152
63,63,4,2,1,1,1.700000e+00,1.0,62.0,--,--,387.05374,2.0,387.51608,0.4623296,4.0,389.57037,390.57437,3.5206335,390.5745,391.5819
64,64,4,2,1,1,8.500000e-01,1.0,63.0,--,--,391.6243,2.0,392.1833,0.5589875,1.0,394.14145,395.14505,3.5207574,395.1452,396.14844
65,65,7,3,1,3,2.550000e+00,1.0,64.0,--,--,396.15283,1.0,396.8163,0.6634551,7.0,398.67026,399.67572,3.522869,399.67584,402.6817
66,66,8,3,2,2,8.500000e-01,1.0,65.0,--,--,402.68463,2.0,403.24945,0.5648222,5.0,405.20203,406.20645,3.521819,406.2066,408.215
67,67,9,3,3,3,8.500000e-01,1.0,66.0,--,--,408.21716,1.0,408.71585,0.4986897,2.0,410.734,411.7378,3.5206282,411.7379,414.74817
68,68,3,1,3,4,2.550000e+00,1.0,67.0,--,--,414.75406,2.0,415.21646,0.4624067,9.0,417.27,418.27478,3.520728,418.27493,422.28152
69,69,6,2,3,2,8.500000e-01,1.0,68.0,--,--,422.333,2.0,422.74884,0.4158172,8.0,424.85016,425.85355,3.5205448,425.85367,427.86475
70,70,3,1,3,4,1.700000e+00,1.0,69.0,--,--,427.86945,2.0,428.39996,0.5305257,7.0,430.3861,431.38962,3.5201926,431.38974,435.39792
71,71,9,3,3,1,1.700000e+00,1.0,70.0,--,--,435.40375,2.0,435.84833,0.4445868,7.0,437.92093,438.92407,3.520352,438.92422,439.9313
72,72,2,1,2,1,2.550000e+00,1.0,71.0,--,--,439.9359,2.0,440.54865,0.6127404,5.0,442.45337,443.4586,3.5226624,443.4587,444.46457
73,73,9,3,3,2,1.700000e+00,1.0,72.0,--,--,444.4716,1.0,444.86502,0.3934174,2.0,446.9885,447.99246,3.5208564,447.99258,449.99777
74,74,5,2,2,3,2.550000e+00,1.0,73.0,--,--,450.05212,2.0,450.59885,0.5467169,5.0,452.5696,453.5738,3.5216706,453.5739,456.58145
75,75,4,2,1,1,1.700000e+00,1.0,74.0,--,--,456.63525,2.0,457.68216,1.0469055,1.0,459.15222,460.15726,3.5219834,460.15738,461.16437
76,76,3,1,3,3,8.500000e-01,1.0,75.0,--,--,461.16818,2.0,461.64816,0.4799877,7.0,463.68613,464.69104,3.5228808,464.6912,467.69785
77,77,3,1,3,2,8.500000e-01,1.0,76.0,--,--,467.70044,1.0,468.09808,0.3976396,3.0,470.2182,471.22205,3.5216165,471.22217,473.23096
